review,sentiment,clean_review
"it 's nice to see piscopo again after all these years , and chaykin and headly are priceless .",1,nice see piscopo year chaykin headly priceless
"never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",1,never nothing special pleasant diverting modest definitely step right direction
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",1,last man last movie left earth would tossup presiding end cinema know another night delightful hand shadow
"she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",1,lioness protecting cub reluctant villain incapable controlling crew
this is an interesting movie ! '',1,interesting movie
"it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",1,simply stupid irrelevant deeply truly bottomlessly cynical
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",1,movie almost completely lacking suspense surprise consistent emotional conviction
"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon\/bourne or his predicament .",1,character generic plot bland even rogue cia assassin working chris cooper agency bos close resourceful amnesiac nt feel much damonbourne predicament
like a can of 2-day old coke .,1,like day old coke
this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,1,masterfully calibrated psychological thriller thrives taut performance creepy atmosphere even screenplay fall somewhat short
"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't .",1,yes suppose lovely cal work issue dad come term pictureperfect life world traveler gave reason care nt
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,film open maggot crawling dead dog place metaphor
"if the plot seems a bit on the skinny side , that 's because panic room is interested in nothing more than sucking you in ... and making you sweat .",1,plot seems bit skinny side panic room interested nothing sucking making sweat
drumline ably captures the complicated relationships in a marching band .,1,drumline ably capture complicated relationship marching band
"the entire cast is first-rate , especially sorvino .",1,entire cast firstrate especially sorvino
it 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,1,drag nettelbeck see working woman least working woman show little understanding
nothing about this movie works .,1,nothing movie work
a solidly entertaining little film .,1,solidly entertaining little film
"-lrb- `` safe conduct '' -rrb- is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage .",1,lrb safe conduct rrb long movie minute fill time drama romance tragedy bravery political intrigue partisan sabotage
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",1,although mainstream american movie tend exploit familiar every film arrives margin give viewer chance learn grow travel
"a hit - and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .",1,hit andmiss affair consistently amusing outrageous funny cho may intended imaginative one might hoped
